,Paper_title,URL,Review_scores,Average,Rank
329,VLMbench: A Compositional Benchmark for Vision-and-Language Manipulation,https://openreview.net/forum?id=NAYoSV3tk9,"[4, 6, 8, 6, 7]",6.2,330
330,More Than Skin-Deep: Towards a Multidimensional Measure of Skin Color,https://openreview.net/forum?id=iJAwfSj6i8L,"[5, 6, 2, 5, 6, 5]",4.833333333333333,331
331,Characteristics of Harmful Text: Towards Rigorous Benchmarking of Language Models,https://openreview.net/forum?id=u46CbCaLufp,"[5, 7, 7, 3, 4, 5]",5.166666666666667,332
332,MATE: Benchmarking Multi-Agent Reinforcement Learning in Distributed Target Coverage Control,https://openreview.net/forum?id=SyoUVEyzJbE,"[6, 5, 7, 4]",5.5,333
333,Vision meets mmWave Radar: 3D Object Perception Benchmark for Robust Autonomous Driving,https://openreview.net/forum?id=iC-oKZHkp2d,"[3, 2, 4, 6, 7]",4.4,334
334,PEER: A Comprehensive and Multi-Task Benchmark for Protein Sequence Understanding,https://openreview.net/forum?id=QgTZ56-zJou,"[4, 6, 4, 8]",5.5,335
335,ReCo: A Dataset for Residential Community Layout Planning,https://openreview.net/forum?id=WST-8SwyxnI,"[4, 7, 4, 5, 8]",5.6,336
336,NAS-Bench-Suite-Zero: Accelerating Research on Zero Cost Proxies,https://openreview.net/forum?id=yWhuIjIjH8k,"[6, 7, 7, 5, 5, 6]",6.0,337
337,DVM-CAR: A Large-Scale Automotive Dataset for Visual Marketing Research and Applications,https://openreview.net/forum?id=wK574FI7XdD,"[2, 5, 5, 4, 4, 6]",4.333333333333333,338
338,End to End Software Engineering Research,https://openreview.net/forum?id=JELKKMF2PDN,"[2, 4, 7, 2, 2]",3.4,339
339,Active-Passive SimStereo - Benchmarking the Cross-Generalization Capabilities of Deep Learning-based Stereo Methods,https://openreview.net/forum?id=ml1NjI-ujzf,"[4, 6, 4, 5]",4.75,340
340,Sample Efficiency Matters: A Benchmark for Practical Molecular Optimization,https://openreview.net/forum?id=yCZRdI0Y7G,"[5, 6, 6, 4, 6, 8]",5.833333333333333,341
341,MOMA-LRG: Language-Refined Graphs for Multi-Object Multi-Actor Activity Parsing,https://openreview.net/forum?id=eJhc_CPXQIT,"[8, 6, 7, 5]",6.5,342
342,MoCapAct: A Multi-Task Dataset for Simulated Humanoid Control,https://openreview.net/forum?id=sWOdnSkB0qu,"[6, 5, 6, 5, 6, 7]",5.833333333333333,343
343,GoBigger: A Scalable Platform for Multi-Agent Interactive Simulation,https://openreview.net/forum?id=KGw8-SbULf6,"[3, 3, 4]",3.3333333333333335,344
344,"A Minimalist Dataset for Systematic Generalization of Perception, Syntax, and Semantics",https://openreview.net/forum?id=cIvjVCE1V3d,"[7, 7, 4, 4, 9, 8]",6.5,345
345,SCAMPS: Synthetics for Camera Measurement of Physiological Signals,https://openreview.net/forum?id=_vSn5XxGRnG,"[7, 6, 8, 7, 8]",7.2,346
346,Dynamic stability of power grids - new datasets for Graph Neural Networks,https://openreview.net/forum?id=Zx3LIfB-v0K,"[5, 4, 4, 6, 6, 5]",5.0,347
347,Wild-Time: A Benchmark of in-the-Wild Distribution Shift over Time,https://openreview.net/forum?id=F9ENmZABB0,"[5, 5, 4, 7, 6, 7]",5.666666666666667,348
348,Rethinking Symbolic Regression Datasets and Benchmarks for Scientific Discovery,https://openreview.net/forum?id=MPrcwjMgL3d,"[5, 6, 6, 5, 7, 6]",5.833333333333333,349
349,Geoclidean: Few-Shot Generalization in Euclidean Geometry,https://openreview.net/forum?id=3lk54yE2tYJ,"[6, 6, 8, 8, 7]",7.0,350
350,Multi-modal Pre-training for Medical Vision-language Understanding and Generation: An Empirical Study,https://openreview.net/forum?id=cAfxpYw1cS,"[5, 7, 6, 3, 6]",5.4,351
351,EST: Evaluating Scientific Thinking in Artificial Agents,https://openreview.net/forum?id=Sqf4LOnAPU6,"[6, 5, 6, 2, 6]",5.0,352
352,MC-Blur: A Comprehensive Benchmark for Image Deblurring,https://openreview.net/forum?id=n1FcVf5Fgw,"[6, 5, 7, 6, 4]",5.6,353
353,Diverse and Difficult Instances (D2I): A New Test Set for Object Classification,https://openreview.net/forum?id=UQNK1i0Zir,"[2, 5, 2, 7, 6]",4.4,354
354,BinaryVQA: A Versatile Dataset to Push the Limits of VQA Models,https://openreview.net/forum?id=mpNKLQBFokJ,"[5, 4, 6, 5, 5, 5]",5.0,355
355,Breaking beyond COCO object detection,https://openreview.net/forum?id=5BhAGyDhQf7,"[5, 5, 6, 5]",5.25,356
356,AnimeRun: 2D Animation Visual Correspondence from Open Source 3D Movies,https://openreview.net/forum?id=04OPxj0jGN_,"[5, 7, 6, 6, 5]",5.8,357
357,Performance vs. Predicted Performance - A New Benchmarking Dataset for Fair ML,https://openreview.net/forum?id=3JvMRCnR5oD,"[7, 4, 5, 4, 6, 3, 7, 3]",4.875,358
358,xView3-SAR: Detecting Dark Fishing Activity Using Synthetic Aperture Radar Imagery,https://openreview.net/forum?id=PfyWdxM-S4N,"[7, 8, 8, 7, 7, 6]",7.166666666666667,359
359,OpenOOD: Benchmarking Generalized Out-of-Distribution Detection,https://openreview.net/forum?id=gT6j4_tskUt,"[6, 6, 6, 4, 6, 8]",6.0,360
360,Towards Open Set 3D Learning: Benchmarking and Understanding Semantic Novelty Detection on Pointclouds,https://openreview.net/forum?id=X2dHozbd1at,"[7, 5, 6, 6]",6.0,361
361,FADE: A Video Dataset for Falling Object Detection around the Building,https://openreview.net/forum?id=C7msLdCPssd,"[4, 5, 4, 6, 5, 8]",5.333333333333333,362
362,Robustness Disparities in Face Detection,https://openreview.net/forum?id=UXPXs-OYbks,"[4, 8, 6, 5, 4]",5.4,363
363,Touch and Go: Learning from Human-Collected Vision and Touch,https://openreview.net/forum?id=ZZ3FeSSPPblo,"[5, 5, 7, 5, 7, 3]",5.333333333333333,364
364,Is one annotation enough? -  A data-centric image classification benchmark for noisy and ambiguous label estimation,https://openreview.net/forum?id=pvvPh5sSJTC,"[6, 6, 6, 5, 5, 4]",5.333333333333333,365
365,A Large Scale Search Dataset for Unbiased Learning to Rank,https://openreview.net/forum?id=EZcHYuU_9E,"[8, 7, 6, 5, 9, 7]",7.0,366
366,pyKT: A Python Library to Benchmark Deep Learning based Knowledge Tracing Models,https://openreview.net/forum?id=BkMGK9dv2Z9,"[9, 7, 7, 7, 7, 7]",7.333333333333333,367
367,Benchmarking Tracking Robustness to Corruptions,https://openreview.net/forum?id=cYQ0tfM5n1-,"[5, 5, 5, 4, 5]",4.8,368
368,Benchmarking the Robustness of LiDAR-Camera Fusion for 3D Object Detection,https://openreview.net/forum?id=XYabTNksqG,"[5, 6, 6, 7, 5, 5]",5.666666666666667,369
369,"Benchmarking Chinese Text Recognition: Datasets, Baselines, and an Empirical Study",https://openreview.net/forum?id=1C_VN25KhJJ,"[6, 6, 7, 5, 4, 5]",5.5,370
370,Toward Real-world Single Image Deraining: A New Benchmark and Beyond,https://openreview.net/forum?id=bJV4f85nKf,"[5, 5, 5, 8]",5.75,371
371,DART: Articulated Hand Model with Diverse Accessories and Rich Textures,https://openreview.net/forum?id=FPgCB_Z_0O,"[5, 4, 4, 6, 6, 6]",5.166666666666667,372
372,Can Language Models Make Fun? A Case Study in Chinese Comical Crosstalk,https://openreview.net/forum?id=BrepBL5kZe2,"[2, 6, 7]",5.0,373
373,PSP: Million-level Protein Sequence Dataset for Protein Structure Prediction,https://openreview.net/forum?id=-RZEqJvOuF,"[8, 5, 4, 5, 5, 3]",5.0,374
374,"Perceive, Ground, Reason, and Act: A Benchmark for General-purpose Visual Representation",https://openreview.net/forum?id=aiWMeXBJ6Iu,"[7, 4, 5, 6, 3, 3]",4.666666666666667,375
375,AMOS: A Large-Scale Abdominal Multi-Organ Benchmark for Versatile Medical Image Segmentation,https://openreview.net/forum?id=Vk4-HUnkEak,"[9, 7, 9, 8, 7, 7, 9, 7]",7.875,376
376,EgoTaskQA: Understanding Human Tasks in Egocentric Videos,https://openreview.net/forum?id=ttxAvIQA4i_,"[7, 7, 9, 5, 5]",6.6,377
377,Neural Architecture Design and Robustness: A Dataset,https://openreview.net/forum?id=haAZYWlqaE,"[8, 6, 4, 5, 4, 6]",5.5,378
378,DrugOOD: Out-of-Distribution Dataset Curator and Benchmark for AI-aided Drug Discovery --  A Focus on Affinity Prediction Problems with Noise Annotations,https://openreview.net/forum?id=DLITshS04Dc,"[2, 7, 7, 5, 9, 5]",5.833333333333333,379
379,ImDrug: A Benchmark for Deep Imbalanced Learning in AI-aided Drug Discovery,https://openreview.net/forum?id=GZfH434DYBV,"[9, 6, 6, 6, 3, 6]",6.0,380
380,"Prod3W: When, Where and What is the Product Sold? Million-Scale Benchmarks for E-commerce",https://openreview.net/forum?id=GQy6pR5uBkq,"[5, 6, 5, 6, 5]",5.4,381
381,Sanity Check for External Clustering Validation Benchmarks using Internal Validation Measures,https://openreview.net/forum?id=eblhHbI9a0J,"[7, 6, 5, 6, 5]",5.8,382
382,Enabling Detailed Action Recognition Evaluation Through Video Dataset Augmentation,https://openreview.net/forum?id=eOnQ2etkxto,"[7, 6, 6, 7, 4, 5]",5.833333333333333,383
